Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-11-20 00:00:00-05:00,40.48217192236149,40.546358661503405,40.30863375975688,40.408477783203125,65049600,0.0,0.0
2017-11-21 00:00:00-05:00,40.59866368578496,41.29282005345962,40.59866368578496,41.15969467163086,100525200,0.0,0.0
2017-11-22 00:00:00-05:00,41.21199249581697,41.60186122159788,41.138298350607535,41.59235382080078,102355600,0.0,0.0
2017-11-24 00:00:00-05:00,41.6256357781836,41.720724297133806,41.51865666012152,41.594730377197266,56106800,0.0,0.0
2017-11-27 00:00:00-05:00,41.6137575804961,41.620889039551265,41.207246277375184,41.38554000854492,82867200,0.0,0.0
2017-11-28 00:00:00-05:00,41.43545560744481,41.57095692993586,40.85540620369968,41.1430549621582,105715200,0.0,0.0
2017-11-29 00:00:00-05:00,41.03845513919308,41.10739377168462,39.73809950368498,40.28961944580078,166665600,0.0,0.0
2017-11-30 00:00:00-05:00,40.51546234489206,40.92197361404993,40.042392005911864,40.85303497314453,166108800,0.0,0.0
2017-12-01 00:00:00-05:00,40.401342975683406,40.810230062968174,40.056642622217275,40.662841796875,159037200,0.0,0.0
2017-12-04 00:00:00-05:00,41.002800932889286,41.0360822828816,40.32528695931825,40.365699768066406,130169600,0.0,0.0
2017-12-05 00:00:00-05:00,40.189767298300815,40.77457209429233,40.03286800823068,40.3276481628418,109400800,0.0,0.0
2017-12-06 00:00:00-05:00,39.81893498551268,40.460791719501565,39.571702597179,40.17789840698242,114240000,0.0,0.0
2017-12-07 00:00:00-05:00,40.1826484611417,40.51784151499389,40.154122627586595,40.251590728759766,102693200,0.0,0.0
2017-12-08 00:00:00-05:00,40.529724080720236,40.65096248754035,40.132723888205284,40.26346969604492,93420800,0.0,0.0
2017-12-11 00:00:00-05:00,40.223063888384,41.100269601303594,40.12559578086067,41.047969818115234,141095200,0.0,0.0
2017-12-12 00:00:00-05:00,40.924346865656396,40.98140215697296,40.76031970448634,40.8173713684082,77636800,0.0,0.0
2017-12-13 00:00:00-05:00,41.0075565858188,41.254788954108434,40.88869410296135,40.952880859375,95273600,0.0,0.0
2017-12-14 00:00:00-05:00,40.98377919708432,41.15732101920922,40.80548548776859,40.94099044799805,81906000,0.0,0.0
2017-12-15 00:00:00-05:00,41.27618808242223,41.40455797135189,40.99805030024529,41.35701370239258,160677200,0.0,0.0
2017-12-18 00:00:00-05:00,41.573335453576,42.124855385488026,41.56857993947317,41.939430236816406,117684400,0.0,0.0
2017-12-19 00:00:00-05:00,41.608994456829784,41.694575577237956,41.38553244090874,41.49250793457031,109745600,0.0,0.0
2017-12-20 00:00:00-05:00,41.57096009368199,41.70170953929561,41.18584684241535,41.44734573364258,93902400,0.0,0.0
2017-12-21 00:00:00-05:00,41.40454854219243,41.844341091550234,41.38790968417372,41.6042366027832,83799600,0.0,0.0
2017-12-22 00:00:00-05:00,41.525786944538034,41.701704689760035,41.4829982004376,41.6042366027832,65397600,0.0,0.0
2017-12-26 00:00:00-05:00,40.60341992144089,40.762695193772345,40.33716552565867,40.548744201660156,132742000,0.0,0.0
2017-12-27 00:00:00-05:00,40.437015211236826,40.59866643514897,40.344302626370784,40.555877685546875,85992800,0.0,0.0
2017-12-28 00:00:00-05:00,40.65096447979062,40.85303212845506,40.52734649611139,40.66998291015625,65920800,0.0,0.0
2017-12-29 00:00:00-05:00,40.53685747872766,40.55349633815692,40.22781433357963,40.23019027709961,103999600,0.0,0.0
2018-01-02 00:00:00-05:00,40.45127271008258,40.96000388689881,40.23731810854278,40.95049285888672,102223600,0.0,0.0
2018-01-03 00:00:00-05:00,41.01468521466721,41.4948906279487,40.87918387980449,40.94336700439453,118071600,0.0,0.0
2018-01-04 00:00:00-05:00,41.01706220258136,41.23814829731595,40.90771075445474,41.133548736572266,89738400,0.0,0.0
2018-01-05 00:00:00-05:00,41.23101732145463,41.689824749529365,41.138304732872975,41.60186767578125,94640000,0.0,0.0
2018-01-08 00:00:00-05:00,41.44734573364258,41.74687785936165,41.347498064341416,41.44734573364258,82271200,0.0,0.0
2018-01-09 00:00:00-05:00,41.494888582614735,41.61612699492589,41.223882298852686,41.442588806152344,86336000,0.0,0.0
2018-01-10 00:00:00-05:00,41.16444825664131,41.43545452191811,41.12641139864593,41.433074951171875,95839600,0.0,0.0
